,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
379,chuy,8.0,UY,1529587862.0,81.0,-33.69,-53.46,65.51,18.48
380,kyrksaeterora,75.0,NO,1529585400.0,81.0,63.29,9.09,51.8,6.93
381,thyboron,48.0,DK,1529587867.0,92.0,56.7,8.21,54.89,32.23
382,hobart,75.0,AU,1529586000.0,80.0,-42.88,147.33,41.0,6.93
383,tangwani,0.0,PK,1529587867.0,48.0,28.28,69.0,95.12,6.73
384,kortkeros,75.0,RU,1529586000.0,87.0,61.81,51.56,59.0,4.47
386,saint-francois,40.0,GP,1529586000.0,65.0,16.25,-61.27,82.4,12.75
387,port elizabeth,0.0,ZA,1529586000.0,27.0,-33.92,25.57,75.2,8.05
388,nanortalik,92.0,GL,1529587607.0,95.0,60.14,-45.24,37.45,17.81
389,corn island,64.0,NI,1529587643.0,100.0,12.17,-83.04,81.55,7.85
391,bandar,64.0,ID,1529587869.0,93.0,-4.2,104.14,75.32,1.25
392,kavieng,0.0,PG,1529587611.0,100.0,-2.57,150.8,83.44,4.27
393,hammerfest,75.0,NO,1529585400.0,100.0,70.66,23.68,46.4,3.36
394,rikitea,44.0,PF,1529587586.0,100.0,-23.12,-134.97,71.73,7.29
395,rikitea,44.0,PF,1529587586.0,100.0,-23.12,-134.97,71.73,7.29
396,plouzane,20.0,FR,1529586000.0,55.0,48.38,-4.62,66.2,17.22
397,igunga,8.0,TZ,1529587644.0,47.0,-4.28,33.88,82.26,5.95
398,ilulissat,75.0,GL,1529585400.0,77.0,69.22,-51.1,39.2,5.82
399,ramanuj ganj,68.0,IN,1529587656.0,40.0,23.81,83.7,98.91,4.5
400,santiago,90.0,MX,1529584800.0,94.0,25.42,-100.15,73.4,4.7
401,punta arenas,40.0,CL,1529586000.0,100.0,-53.16,-70.91,32.0,20.8
402,coruripe,80.0,BR,1529587646.0,91.0,-10.12,-36.18,79.93,16.69
403,cape town,75.0,ZA,1529586000.0,48.0,-33.93,18.42,62.6,12.75
404,hay river,75.0,CA,1529586000.0,87.0,60.82,-115.79,57.2,8.05
405,rikitea,44.0,PF,1529587586.0,100.0,-23.12,-134.97,71.73,7.29
406,bajil,44.0,YE,1529587646.0,30.0,15.06,43.29,100.81,16.69
407,la asuncion,56.0,VE,1529587871.0,100.0,11.03,-63.86,80.09,10.09
408,rikitea,44.0,PF,1529587586.0,100.0,-23.12,-134.97,71.73,7.29
410,christchurch,0.0,NZ,1529584200.0,92.0,-43.53,172.64,28.4,3.04
411,pires do rio,0.0,BR,1529587871.0,59.0,-17.3,-48.28,76.4,11.65
412,jinji,36.0,CN,1529587872.0,87.0,22.16,112.49,80.99,4.83
413,kodiak,90.0,US,1529585580.0,93.0,39.95,-94.76,62.6,10.29
414,severo-kurilsk,92.0,RU,1529587866.0,99.0,50.68,156.12,39.86,11.88
415,aswan,0.0,EG,1529582400.0,10.0,24.09,32.9,111.2,14.99
416,rikitea,44.0,PF,1529587586.0,100.0,-23.12,-134.97,71.73,7.29
417,torbay,75.0,CA,1529586000.0,42.0,47.66,-52.73,68.0,24.16
418,georgetown,12.0,SH,1529587846.0,100.0,-7.93,-14.42,78.11,19.48
419,yerbogachen,64.0,RU,1529587873.0,74.0,61.28,108.01,68.48,4.72
420,ushuaia,90.0,AR,1529586000.0,92.0,-54.81,-68.31,30.2,25.28
422,quelimane,75.0,MZ,1529586000.0,57.0,-17.88,36.89,80.6,10.29
423,kodiak,90.0,US,1529585580.0,93.0,39.95,-94.76,62.6,10.29
424,hukuntsi,0.0,BW,1529587874.0,13.0,-23.98,21.76,76.76,3.94
425,hobart,75.0,AU,1529586000.0,80.0,-42.88,147.33,41.0,6.93
426,jamestown,32.0,SH,1529587815.0,100.0,-15.94,-5.72,70.82,17.13
427,hobart,75.0,AU,1529586000.0,80.0,-42.88,147.33,41.0,6.93
428,albany,32.0,AU,1529587647.0,94.0,-35.02,117.88,51.12,2.93
429,tuktoyaktuk,48.0,CA,1529587649.0,91.0,69.44,-133.03,34.38,8.19
430,kodiak,90.0,US,1529585580.0,93.0,39.95,-94.76,62.6,10.29
432,castro,92.0,CL,1529587593.0,99.0,-42.48,-73.76,44.01,7.18
433,bluff,88.0,NZ,1529587597.0,100.0,-46.6,168.33,44.65,3.15
434,tasiilaq,92.0,GL,1529585400.0,75.0,65.61,-37.64,41.0,29.97
435,ushuaia,90.0,AR,1529586000.0,92.0,-54.81,-68.31,30.2,25.28
437,port hedland,0.0,AU,1529586000.0,48.0,-20.31,118.58,60.8,10.29
438,dikson,0.0,RU,1529587832.0,84.0,73.51,80.55,35.99,19.48
440,provideniya,76.0,RU,1529587827.0,100.0,64.42,-173.23,38.24,3.94
442,port alfred,0.0,ZA,1529587820.0,63.0,-33.59,26.89,70.37,8.52
443,hermanus,0.0,ZA,1529587598.0,47.0,-34.42,19.24,61.75,13.11
444,punta arenas,40.0,CL,1529586000.0,100.0,-53.16,-70.91,32.0,20.8
445,cape town,75.0,ZA,1529586000.0,48.0,-33.93,18.42,62.6,12.75
446,kidal,0.0,ML,1529587651.0,17.0,18.44,1.41,106.75,5.39
447,lebu,44.0,CL,1529587813.0,100.0,-37.62,-73.65,52.73,7.85
448,brighton,75.0,CA,1529582400.0,62.0,44.03,-77.73,59.0,14.99
449,vaini,5.0,TO,1529586000.0,100.0,-21.2,-175.2,69.8,3.15
450,beatrice,90.0,US,1529586900.0,93.0,40.27,-96.75,62.6,20.8
451,hasaki,75.0,JP,1529586000.0,94.0,35.73,140.83,69.8,2.24
452,vaini,5.0,TO,1529586000.0,100.0,-21.2,-175.2,69.8,3.15
453,langsa,76.0,ID,1529587652.0,88.0,4.47,97.97,75.96,2.26
454,fengzhen,64.0,CN,1529587876.0,95.0,40.43,113.15,57.59,2.71
455,ballina,40.0,IE,1529586000.0,58.0,54.11,-9.15,55.4,10.29
456,ushuaia,90.0,AR,1529586000.0,92.0,-54.81,-68.31,30.2,25.28
457,lao cai,76.0,VN,1529587877.0,90.0,22.48,103.95,69.38,1.25
458,hirara,88.0,JP,1529587877.0,100.0,24.8,125.28,81.62,16.46
459,nanortalik,92.0,GL,1529587607.0,95.0,60.14,-45.24,37.45,17.81
460,carutapera,56.0,BR,1529587877.0,79.0,-1.2,-46.02,84.32,10.09
461,cape town,75.0,ZA,1529586000.0,48.0,-33.93,18.42,62.6,12.75
462,ushuaia,90.0,AR,1529586000.0,92.0,-54.81,-68.31,30.2,25.28
463,doka,48.0,SD,1529587654.0,56.0,13.52,35.76,91.18,5.39
464,vila velha,0.0,BR,1529586000.0,54.0,-3.71,-38.6,82.4,14.99
465,kapaa,90.0,US,1529585760.0,83.0,22.08,-159.32,78.8,7.29
466,redmond,90.0,US,1529586900.0,77.0,47.67,-122.12,60.8,5.82
468,ushuaia,90.0,AR,1529586000.0,92.0,-54.81,-68.31,30.2,25.28
469,hobart,75.0,AU,1529586000.0,80.0,-42.88,147.33,41.0,6.93
470,busselton,68.0,AU,1529587794.0,100.0,-33.64,115.35,60.57,7.29
471,collie,32.0,AU,1529587655.0,95.0,-33.36,116.15,53.46,4.94
472,cherskiy,0.0,RU,1529587879.0,80.0,68.75,161.3,46.61,2.15
473,busselton,68.0,AU,1529587794.0,100.0,-33.64,115.35,60.57,7.29
474,hilo,75.0,US,1529585760.0,73.0,19.71,-155.08,69.8,5.82
475,lebu,44.0,CL,1529587813.0,100.0,-37.62,-73.65,52.73,7.85
476,port-gentil,20.0,GA,1529586000.0,78.0,-0.72,8.78,78.8,13.87
477,kurchum,32.0,KZ,1529587656.0,34.0,48.57,83.65,81.27,6.62
478,hilton head island,1.0,US,1529586900.0,62.0,32.16,-80.75,86.0,5.82
479,port alfred,0.0,ZA,1529587820.0,63.0,-33.59,26.89,70.37,8.52
480,clyde river,90.0,CA,1529582400.0,100.0,70.47,-68.59,33.8,8.05
481,lompoc,90.0,US,1529585880.0,100.0,34.64,-120.46,60.8,1.7
482,mwinilunga,0.0,ZM,1529587880.0,30.0,-11.73,24.43,73.88,2.37
483,pauini,8.0,BR,1529587657.0,91.0,-7.71,-67.0,73.18,4.61
485,orange cove,1.0,US,1529585760.0,72.0,36.62,-119.31,66.2,3.36
486,santa rosa,0.0,BO,1529587880.0,57.0,-20.7,-64.83,60.2,1.81
487,toribio,40.0,CO,1529586000.0,88.0,2.95,-76.27,71.6,0.92
488,bamnet narong,44.0,TH,1529587881.0,83.0,15.5,101.69,77.21,4.61
489,scarborough,20.0,TT,1529582400.0,88.0,11.18,-60.73,80.6,16.11
490,port-gentil,20.0,GA,1529586000.0,78.0,-0.72,8.78,78.8,13.87
491,lebu,44.0,CL,1529587813.0,100.0,-37.62,-73.65,52.73,7.85
492,kapaa,90.0,US,1529585760.0,83.0,22.08,-159.32,78.8,7.29
493,neya,0.0,RU,1529587882.0,35.0,58.29,43.89,69.83,21.16
495,qaanaaq,12.0,GL,1529587814.0,100.0,77.48,-69.36,31.22,2.93
496,katsuura,0.0,JP,1529582400.0,83.0,33.93,134.5,69.8,6.93
497,cayenne,75.0,GF,1529586000.0,83.0,4.94,-52.33,80.6,2.24
500,vila franca do campo,20.0,PT,1529586000.0,69.0,37.72,-25.43,73.4,11.41
501,hofn,20.0,IS,1529586000.0,71.0,64.25,-15.21,53.6,21.92
503,robertsport,92.0,LR,1529587883.0,100.0,6.75,-11.37,77.39,11.43
505,miri,90.0,MY,1529582400.0,94.0,4.41,114.01,77.0,4.7
506,nikolskoye,75.0,RU,1529586000.0,77.0,59.7,30.79,62.6,11.18
507,tuatapere,8.0,NZ,1529587853.0,100.0,-46.13,167.69,34.46,1.92
509,lamar,20.0,US,1529585580.0,77.0,38.09,-102.62,64.4,2.93
510,normandin,20.0,CA,1529582400.0,57.0,48.84,-72.53,48.2,16.11
511,korla,88.0,CN,1529587884.0,57.0,41.76,86.15,69.38,9.64
512,starkville,75.0,US,1529586900.0,88.0,33.45,-88.82,75.2,4.7
513,porto novo,20.0,CV,1529586000.0,57.0,17.02,-25.06,80.6,23.04
515,fallon,1.0,US,1529585760.0,82.0,46.84,-105.12,60.8,5.82
517,tuatapere,8.0,NZ,1529587853.0,100.0,-46.13,167.69,34.46,1.92
518,bambous virieux,40.0,MU,1529586000.0,78.0,-20.34,57.76,77.0,5.82
519,fernie,40.0,CA,1529586000.0,93.0,49.5,-115.06,57.2,3.36
520,victoria,20.0,SC,1529586000.0,74.0,-4.62,55.45,82.4,13.87
521,isangel,0.0,VU,1529587654.0,100.0,-19.55,169.27,72.72,13.11
522,kavieng,0.0,PG,1529587611.0,100.0,-2.57,150.8,83.44,4.27
523,sergeyevka,0.0,KZ,1529587663.0,56.0,53.88,67.42,70.75,15.79
525,yar-sale,32.0,RU,1529587886.0,67.0,66.83,70.83,54.44,9.42
526,winnemucca,1.0,US,1529585760.0,76.0,40.97,-117.74,51.8,5.82
527,busselton,68.0,AU,1529587794.0,100.0,-33.64,115.35,60.57,7.29
528,cape town,75.0,ZA,1529586000.0,48.0,-33.93,18.42,62.6,12.75
530,bambous virieux,40.0,MU,1529586000.0,78.0,-20.34,57.76,77.0,5.82
531,synya,48.0,RU,1529587886.0,60.0,65.37,58.04,64.25,7.96
532,atuona,56.0,PF,1529587813.0,99.0,-9.8,-139.03,81.08,14.0
533,atuona,56.0,PF,1529587813.0,99.0,-9.8,-139.03,81.08,14.0
534,nikolskoye,75.0,RU,1529586000.0,77.0,59.7,30.79,62.6,11.18
535,sao joao da barra,0.0,BR,1529586000.0,69.0,-21.64,-41.05,75.2,8.05
537,rikitea,44.0,PF,1529587586.0,100.0,-23.12,-134.97,71.73,7.29
539,mehamn,90.0,NO,1529585400.0,93.0,71.03,27.85,46.4,13.87
540,russell,24.0,NZ,1529587888.0,82.0,-35.26,174.12,51.74,12.21
541,trelew,0.0,AR,1529587665.0,38.0,-43.25,-65.31,41.95,21.27
542,olinda,40.0,BR,1529586000.0,94.0,-22.82,-43.41,73.4,2.24
543,usinsk,56.0,RU,1529587665.0,65.0,66.0,57.56,67.15,11.54
544,ushuaia,90.0,AR,1529586000.0,92.0,-54.81,-68.31,30.2,25.28
545,east london,0.0,ZA,1529586000.0,60.0,-33.02,27.91,69.8,5.82
547,moree,0.0,AU,1529587888.0,80.0,-29.46,149.84,40.85,2.71
550,butaritari,88.0,KI,1529587846.0,100.0,3.07,172.79,83.6,7.74
551,santa cruz cabralia,75.0,BR,1529586000.0,83.0,-16.28,-39.02,77.0,4.7
554,whitianga,24.0,NZ,1529587890.0,100.0,-36.83,175.7,57.32,21.27
555,albany,32.0,AU,1529587647.0,94.0,-35.02,117.88,51.12,2.93
556,chokurdakh,0.0,RU,1529587891.0,82.0,70.62,147.9,42.29,4.38
557,bambous virieux,40.0,MU,1529586000.0,78.0,-20.34,57.76,77.0,5.82
560,statesville,1.0,US,1529587200.0,69.0,35.78,-80.89,82.4,4.38
561,torbay,75.0,CA,1529586000.0,42.0,47.66,-52.73,68.0,24.16
562,fomboni,0.0,KM,1529587891.0,95.0,-12.28,43.74,81.89,16.24
563,tallahassee,1.0,US,1529586900.0,78.0,30.44,-84.28,84.2,9.17
565,beringovskiy,64.0,RU,1529587590.0,100.0,63.05,179.32,37.71,4.38
566,ushuaia,90.0,AR,1529586000.0,92.0,-54.81,-68.31,30.2,25.28
567,ushuaia,90.0,AR,1529586000.0,92.0,-54.81,-68.31,30.2,25.28
568,ushuaia,90.0,AR,1529586000.0,92.0,-54.81,-68.31,30.2,25.28
569,bredasdorp,0.0,ZA,1529586000.0,18.0,-34.53,20.04,73.4,23.04
570,dikson,0.0,RU,1529587832.0,84.0,73.51,80.55,35.99,19.48
571,mutare,0.0,ZW,1529587756.0,43.0,-18.97,32.67,75.16,3.27
572,dubbo,0.0,AU,1529586000.0,86.0,-32.25,148.6,39.2,9.17
573,salacea,20.0,RO,1529586000.0,58.0,47.47,22.32,86.0,8.05
574,yerbogachen,64.0,RU,1529587873.0,74.0,61.28,108.01,68.48,4.72
575,sur,0.0,OM,1529587893.0,76.0,22.57,59.53,91.43,1.92
576,vigrestad,75.0,NO,1529585400.0,71.0,58.57,5.7,53.6,18.34
577,qena,0.0,EG,1529582400.0,22.0,26.16,32.72,109.4,4.7
578,bandarbeyla,12.0,SO,1529587670.0,77.0,9.49,50.81,80.01,34.02
579,tiksi,68.0,RU,1529587559.0,74.0,71.64,128.87,51.21,4.61
580,meulaboh,44.0,ID,1529587894.0,100.0,4.14,96.13,80.36,3.49
581,huarmey,0.0,PE,1529587894.0,63.0,-10.07,-78.15,67.22,3.38
582,nikolskoye,75.0,RU,1529586000.0,77.0,59.7,30.79,62.6,11.18
583,mar del plata,0.0,AR,1529587614.0,73.0,-46.43,-67.52,36.81,18.14
584,hermanus,0.0,ZA,1529587598.0,47.0,-34.42,19.24,61.75,13.11
585,tasiilaq,92.0,GL,1529585400.0,75.0,65.61,-37.64,41.0,29.97
587,chitungwiza,64.0,ZW,1529587671.0,34.0,-18.01,31.07,73.54,5.73
588,yumen,92.0,CN,1529587671.0,22.0,40.29,97.04,83.25,3.6
589,qaanaaq,12.0,GL,1529587814.0,100.0,77.48,-69.36,31.22,2.93
590,bredasdorp,0.0,ZA,1529586000.0,18.0,-34.53,20.04,73.4,23.04
591,avarua,20.0,CK,1529586000.0,83.0,-21.21,-159.78,73.4,6.93
592,lake cowichan,40.0,CA,1529586000.0,100.0,48.82,-124.05,57.2,3.38
593,cape town,75.0,ZA,1529586000.0,48.0,-33.93,18.42,62.6,12.75
594,tasiilaq,92.0,GL,1529585400.0,75.0,65.61,-37.64,41.0,29.97
595,hilo,75.0,US,1529585760.0,73.0,19.71,-155.08,69.8,5.82
596,saint george,20.0,BM,1529585700.0,74.0,32.38,-64.68,80.6,20.8
597,nikolskoye,75.0,RU,1529586000.0,77.0,59.7,30.79,62.6,11.18
598,barrow,90.0,US,1529585700.0,94.0,39.51,-90.4,73.4,5.95
599,saint-philippe,90.0,RE,1529586000.0,57.0,-21.36,55.77,77.0,6.93
601,port hueneme,90.0,US,1529585880.0,82.0,34.15,-119.2,64.4,3.36
602,cape town,75.0,ZA,1529586000.0,48.0,-33.93,18.42,62.6,12.75
605,ngerengere,64.0,TZ,1529587896.0,67.0,-6.76,38.13,79.1,4.05
606,alugan,24.0,PH,1529587896.0,100.0,12.22,125.48,77.21,2.59
607,leh,88.0,IN,1529587896.0,98.0,34.16,77.58,32.03,0.13
608,olhao,20.0,PT,1529586000.0,69.0,37.03,-7.84,75.2,10.29
609,kamuli,76.0,UG,1529587897.0,80.0,0.94,33.12,75.14,5.73
610,pevek,0.0,RU,1529587897.0,72.0,69.7,170.27,39.95,4.61
613,bluff,88.0,NZ,1529587597.0,100.0,-46.6,168.33,44.65,3.15
614,fereydunshahr,0.0,IR,1529587898.0,10.0,32.94,50.12,77.66,2.71
615,ponta do sol,75.0,PT,1529586000.0,77.0,32.67,-17.1,68.0,16.11
616,longyearbyen,75.0,SJ,1529585400.0,75.0,78.22,15.64,42.8,9.17
617,manggar,20.0,ID,1529587898.0,89.0,-2.88,108.27,80.63,7.63
618,albany,32.0,AU,1529587647.0,94.0,-35.02,117.88,51.12,2.93
619,ushuaia,90.0,AR,1529586000.0,92.0,-54.81,-68.31,30.2,25.28
620,carnarvon,0.0,AU,1529587839.0,98.0,-24.87,113.63,62.81,16.24
621,busselton,68.0,AU,1529587794.0,100.0,-33.64,115.35,60.57,7.29
622,burns lake,20.0,CA,1529587898.0,79.0,54.23,-125.76,60.38,2.82
623,komsomolskiy,36.0,RU,1529587899.0,66.0,67.55,63.78,64.61,12.21
624,opuwo,0.0,NA,1529587899.0,16.0,-18.06,13.84,78.56,6.4
625,yellowknife,40.0,CA,1529586000.0,68.0,62.45,-114.38,64.4,11.41
626,busselton,68.0,AU,1529587794.0,100.0,-33.64,115.35,60.57,7.29
628,hasaki,75.0,JP,1529586000.0,94.0,35.73,140.83,69.8,2.24
629,vanimo,0.0,PG,1529587677.0,100.0,-2.67,141.3,84.96,11.1
631,cabo san lucas,20.0,MX,1529585100.0,78.0,22.89,-109.91,73.4,5.82
633,qaanaaq,12.0,GL,1529587814.0,100.0,77.48,-69.36,31.22,2.93
634,nisia floresta,40.0,BR,1529586000.0,58.0,-6.09,-35.21,84.2,13.87
635,makat,100.0,KZ,1529587900.0,21.0,47.65,53.35,91.16,13.78
636,bon air,1.0,US,1529586900.0,74.0,37.52,-77.56,80.6,5.82
637,luderitz,0.0,NA,1529587901.0,68.0,-26.65,15.16,63.26,16.02
638,pevek,0.0,RU,1529587897.0,72.0,69.7,170.27,39.95,4.61
639,tofield,40.0,CA,1529586000.0,82.0,53.37,-112.67,64.4,5.28
640,namatanai,68.0,PG,1529587901.0,100.0,-3.66,152.44,80.18,1.81
641,bambous virieux,40.0,MU,1529586000.0,78.0,-20.34,57.76,77.0,5.82
642,saint-pierre,0.0,PM,1529586000.0,76.0,46.77,-56.17,51.8,18.34
643,vaini,5.0,TO,1529586000.0,100.0,-21.2,-175.2,69.8,3.15
644,albany,32.0,AU,1529587647.0,94.0,-35.02,117.88,51.12,2.93
645,alindao,80.0,CF,1529587679.0,94.0,5.04,21.21,81.19,5.95
646,busselton,68.0,AU,1529587794.0,100.0,-33.64,115.35,60.57,7.29
647,zabaykalsk,36.0,RU,1529587902.0,65.0,49.63,117.32,62.27,5.17
648,galle,88.0,LK,1529587902.0,100.0,6.04,80.22,77.66,12.77
650,sohag,0.0,EG,1529587902.0,22.0,26.55,31.7,100.25,11.54
652,sinnamary,88.0,GF,1529587902.0,100.0,5.38,-52.96,78.56,5.95
653,fortuna,90.0,US,1529586000.0,93.0,40.6,-124.16,55.4,5.39
655,chokurdakh,0.0,RU,1529587891.0,82.0,70.62,147.9,42.29,4.38
656,yar-sale,32.0,RU,1529587886.0,67.0,66.83,70.83,54.44,9.42
657,dikson,0.0,RU,1529587832.0,84.0,73.51,80.55,35.99,19.48
658,san carlos,75.0,VE,1529582400.0,94.0,9.66,-68.59,77.0,4.27
659,rikitea,44.0,PF,1529587586.0,100.0,-23.12,-134.97,71.73,7.29
660,vagur,0.0,FO,1529587681.0,93.0,61.47,-6.81,50.67,25.19
661,nanortalik,92.0,GL,1529587607.0,95.0,60.14,-45.24,37.45,17.81
662,hobart,75.0,AU,1529586000.0,80.0,-42.88,147.33,41.0,6.93
664,wukari,88.0,NG,1529587904.0,70.0,7.87,9.78,83.96,12.55
665,queanbeyan,0.0,AU,1529586000.0,85.0,-35.35,149.23,32.0,2.48
666,ushuaia,90.0,AR,1529586000.0,92.0,-54.81,-68.31,30.2,25.28
667,barreirinhas,12.0,BR,1529587904.0,93.0,-2.75,-42.83,83.69,4.94
668,torbay,75.0,CA,1529586000.0,42.0,47.66,-52.73,68.0,24.16
669,mar del plata,0.0,AR,1529587614.0,73.0,-46.43,-67.52,36.81,18.14
670,new norfolk,75.0,AU,1529586000.0,80.0,-42.78,147.06,41.0,6.93
671,atocha,0.0,BO,1529587683.0,61.0,-20.93,-66.22,18.1,3.04
672,rio brilhante,8.0,BR,1529587905.0,71.0,-21.8,-54.54,80.09,4.61
673,nikolskoye,75.0,RU,1529586000.0,77.0,59.7,30.79,62.6,11.18
674,rikitea,44.0,PF,1529587586.0,100.0,-23.12,-134.97,71.73,7.29
675,petropavlovsk-kamchatskiy,64.0,RU,1529586000.0,93.0,53.05,158.65,46.4,4.47
676,salinopolis,0.0,BR,1529587684.0,97.0,-0.61,-47.36,82.45,10.65
677,kavaratti,88.0,IN,1529587684.0,100.0,10.57,72.64,80.37,20.83
678,mago,92.0,RU,1529587906.0,97.0,53.27,140.15,46.25,3.15
680,atuona,56.0,PF,1529587813.0,99.0,-9.8,-139.03,81.08,14.0
681,bethel,90.0,US,1529585580.0,93.0,60.79,-161.76,50.0,6.93
682,rikitea,44.0,PF,1529587586.0,100.0,-23.12,-134.97,71.73,7.29
683,peleduy,0.0,RU,1529587685.0,64.0,59.63,112.75,70.47,3.6
684,thompson,20.0,CA,1529582400.0,72.0,55.74,-97.86,62.6,5.82
686,vilcun,92.0,CL,1529587907.0,99.0,-38.65,-72.23,39.86,3.04
687,hovd,88.0,MN,1529587686.0,36.0,48.01,91.64,72.45,3.49
688,kapaa,90.0,US,1529585760.0,83.0,22.08,-159.32,78.8,7.29
689,ribeira grande,20.0,PT,1529586000.0,73.0,38.52,-28.7,73.4,4.7
690,hay river,75.0,CA,1529586000.0,87.0,60.82,-115.79,57.2,8.05
691,barrow,90.0,US,1529585700.0,94.0,39.51,-90.4,73.4,5.95
692,rocha,0.0,UY,1529587908.0,76.0,-34.48,-54.34,58.22,17.47
693,rikitea,44.0,PF,1529587586.0,100.0,-23.12,-134.97,71.73,7.29
694,mehamn,90.0,NO,1529585400.0,93.0,71.03,27.85,46.4,13.87
695,mar del plata,0.0,AR,1529587614.0,73.0,-46.43,-67.52,36.81,18.14
696,santa rosa,0.0,AR,1529587687.0,46.0,-36.62,-64.29,40.06,10.76
697,puerto escondido,75.0,MX,1529584800.0,78.0,15.86,-97.07,75.2,8.05
698,rikitea,44.0,PF,1529587586.0,100.0,-23.12,-134.97,71.73,7.29
699,new norfolk,75.0,AU,1529586000.0,80.0,-42.78,147.06,41.0,6.93
